beruf,bl,bundesland,trend_3y,trend_window,share_label,count_year,count_latest,group_id,beruf_id
IT-ProjektmanagerIn,AT32,Salzburg,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,453.0,301,635
IT-ProjektmanagerIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,337.0,301,635
IT-ProjektmanagerIn,AT34,Vorarlberg,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,257.0,301,635
IT-QualitätsmanagerIn,AT,Österreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,2438.0,301,619
IT-QualitätsmanagerIn,AT11,Burgenland,tendenziell,2026-2028,30% - geringer Anteil,2025.0,21.0,301,619
IT-QualitätsmanagerIn,AT12,Niederösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,158.0,301,619
IT-QualitätsmanagerIn,AT13,Wien,tendenziell,2026-2028,50% - mittlerer Anteil,2025.0,906.0,301,619
IT-QualitätsmanagerIn,AT21,Kärnten,tendenziell,2026-2028,30% - geringer Anteil,2025.0,84.0,301,619
IT-QualitätsmanagerIn,AT22,Steiermark,tendenziell,2026-2028,30% - geringer Anteil,2025.0,349.0,301,619
IT-QualitätsmanagerIn,AT31,Oberösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,407.0,301,619
IT-QualitätsmanagerIn,AT32,Salzburg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,149.0,301,619
IT-QualitätsmanagerIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,122.0,301,619
IT-QualitätsmanagerIn,AT34,Vorarlberg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,69.0,301,619
Requirements Engineer (m/w),AT,Österreich,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,564.0,301,1289
Requirements Engineer (m/w),AT11,Burgenland,positiv,2026-2028,0% - sehr geringer Anteil,,,301,1289
Requirements Engineer (m/w),AT12,Niederösterreich,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,66.0,301,1289
Requirements Engineer (m/w),AT13,Wien,positiv,2026-2028,30% - geringer Anteil,2025.0,233.0,301,1289
Requirements Engineer (m/w),AT21,Kärnten,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,27.0,301,1289
Requirements Engineer (m/w),AT22,Steiermark,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,72.0,301,1289
Requirements Engineer (m/w),AT31,Oberösterreich,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,59.0,301,1289
Requirements Engineer (m/w),AT32,Salzburg,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,31.0,301,1289
Requirements Engineer (m/w),AT33,Tirol,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,42.0,301,1289
Requirements Engineer (m/w),AT34,Vorarlberg,positiv,2026-2028,0% - sehr geringer Anteil,,,301,1289
SystemanalytikerIn,AT,Österreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,731.0,301,388
SystemanalytikerIn,AT11,Burgenland,tendenziell,2026-2028,0% - sehr geringer Anteil,,,301,388
SystemanalytikerIn,AT12,Niederösterreich,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,46.0,301,388
SystemanalytikerIn,AT13,Wien,tendenziell,2026-2028,30% - geringer Anteil,2025.0,308.0,301,388
SystemanalytikerIn,AT21,Kärnten,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,34.0,301,388
SystemanalytikerIn,AT22,Steiermark,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,65.0,301,388
SystemanalytikerIn,AT31,Oberösterreich,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,98.0,301,388
SystemanalytikerIn,AT32,Salzburg,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,39.0,301,388
SystemanalytikerIn,AT33,Tirol,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,35.0,301,388
SystemanalytikerIn,AT34,Vorarlberg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,41.0,301,388
WirtschaftsinformatikerIn,AT,Österreich,positiv,2026-2028,30% - geringer Anteil,2025.0,1307.0,301,760
WirtschaftsinformatikerIn,AT11,Burgenland,positiv,2026-2028,30% - geringer Anteil,,,301,760
WirtschaftsinformatikerIn,AT12,Niederösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,87.0,301,760
WirtschaftsinformatikerIn,AT13,Wien,positiv,2026-2028,30% - geringer Anteil,2025.0,577.0,301,760
WirtschaftsinformatikerIn,AT21,Kärnten,positiv,2026-2028,30% - geringer Anteil,2025.0,35.0,301,760
WirtschaftsinformatikerIn,AT22,Steiermark,positiv,2026-2028,30% - geringer Anteil,2025.0,91.0,301,760
WirtschaftsinformatikerIn,AT31,Oberösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,150.0,301,760
WirtschaftsinformatikerIn,AT32,Salzburg,positiv,2026-2028,30% - geringer Anteil,2025.0,101.0,301,760
WirtschaftsinformatikerIn,AT33,Tirol,positiv,2026-2028,30% - geringer Anteil,2025.0,62.0,301,760
WirtschaftsinformatikerIn,AT34,Vorarlberg,positiv,2026-2028,30% - geringer Anteil,2025.0,75.0,301,760
Game Producer (m/w),AT,Österreich,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,332.0,303,1307
Game Producer (m/w),AT11,Burgenland,gleichbleibend,2026-2028,0% - sehr geringer Anteil,,,303,1307
Game Producer (m/w),AT12,Niederösterreich,positiv,2026-2028,0% - sehr geringer Anteil,,,303,1307
Game Producer (m/w),AT13,Wien,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,85.0,303,1307
Game Producer (m/w),AT21,Kärnten,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,32.0,303,1307
Game Producer (m/w),AT22,Steiermark,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,57.0,303,1307
Game Producer (m/w),AT31,Oberösterreich,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,62.0,303,1307
Game Producer (m/w),AT32,Salzburg,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,28.0,303,1307
Game Producer (m/w),AT33,Tirol,positiv,2026-2028,0% - sehr geringer Anteil,,,303,1307
Game Producer (m/w),AT34,Vorarlberg,positiv,2026-2028,0% - sehr geringer Anteil,,,303,1307
InformatikerIn,AT,Österreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,1518.0,303,425
InformatikerIn,AT11,Burgenland,tendenziell,2026-2028,30% - geringer Anteil,,,303,425
InformatikerIn,AT12,Niederösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,154.0,303,425
InformatikerIn,AT13,Wien,tendenziell,2026-2028,30% - geringer Anteil,2025.0,419.0,303,425
InformatikerIn,AT21,Kärnten,tendenziell,2026-2028,30% - geringer Anteil,2025.0,77.0,303,425
InformatikerIn,AT22,Steiermark,tendenziell,2026-2028,30% - geringer Anteil,2025.0,207.0,303,425
InformatikerIn,AT31,Oberösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,265.0,303,425
InformatikerIn,AT32,Salzburg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,113.0,303,425
InformatikerIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,102.0,303,425
InformatikerIn,AT34,Vorarlberg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,60.0,303,425
SoftwareentwicklerIn,AT,Österreich,positiv,2026-2028,95% - sehr hoher Anteil,2025.0,20948.0,303,622
SoftwareentwicklerIn,AT11,Burgenland,positiv,2026-2028,50% - mittlerer Anteil,2025.0,126.0,303,622
SoftwareentwicklerIn,AT12,Niederösterreich,positiv,2026-2028,74% - hoher Anteil,2025.0,1226.0,303,622
SoftwareentwicklerIn,AT13,Wien,positiv,2026-2028,95% - sehr hoher Anteil,2025.0,7413.0,303,622
SoftwareentwicklerIn,AT21,Kärnten,positiv,2026-2028,74% - hoher Anteil,2025.0,835.0,303,622
SoftwareentwicklerIn,AT22,Steiermark,positiv,2026-2028,95% - sehr hoher Anteil,2025.0,3077.0,303,622
SoftwareentwicklerIn,AT31,Oberösterreich,positiv,2026-2028,95% - sehr hoher Anteil,2025.0,3795.0,303,622
SoftwareentwicklerIn,AT32,Salzburg,positiv,2026-2028,74% - hoher Anteil,2025.0,1326.0,303,622
SoftwareentwicklerIn,AT33,Tirol,positiv,2026-2028,74% - hoher Anteil,2025.0,999.0,303,622
SoftwareentwicklerIn,AT34,Vorarlberg,positiv,2026-2028,95% - sehr hoher Anteil,2025.0,781.0,303,622
WebmasterIn,AT,Österreich,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,121.0,303,686
WebmasterIn,AT11,Burgenland,positiv,2026-2028,0% - sehr geringer Anteil,,,303,686
WebmasterIn,AT12,Niederösterreich,positiv,2026-2028,0% - sehr geringer Anteil,,,303,686
WebmasterIn,AT13,Wien,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,30.0,303,686
WebmasterIn,AT21,Kärnten,positiv,2026-2028,0% - sehr geringer Anteil,,,303,686
WebmasterIn,AT22,Steiermark,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,28.0,303,686
WebmasterIn,AT31,Oberösterreich,positiv,2026-2028,0% - sehr geringer Anteil,,,303,686
WebmasterIn,AT32,Salzburg,positiv,2026-2028,0% - sehr geringer Anteil,,,303,686
WebmasterIn,AT33,Tirol,positiv,2026-2028,0% - sehr geringer Anteil,,,303,686
WebmasterIn,AT34,Vorarlberg,positiv,2026-2028,0% - sehr geringer Anteil,,,303,686
BaumarktverkäuferIn,AT,Österreich,negativ,2026-2028,30% - geringer Anteil,2025.0,1355.0,308,853
BaumarktverkäuferIn,AT11,Burgenland,negativ,2026-2028,30% - geringer Anteil,2025.0,36.0,308,853
BaumarktverkäuferIn,AT12,Niederösterreich,negativ,2026-2028,30% - geringer Anteil,2025.0,374.0,308,853
BaumarktverkäuferIn,AT13,Wien,negativ,2026-2028,0% - sehr geringer Anteil,2025.0,82.0,308,853
BaumarktverkäuferIn,AT21,Kärnten,negativ,2026-2028,30% - geringer Anteil,2025.0,80.0,308,853
BaumarktverkäuferIn,AT22,Steiermark,negativ,2026-2028,30% - geringer Anteil,2025.0,227.0,308,853
BaumarktverkäuferIn,AT31,Oberösterreich,negativ,2026-2028,30% - geringer Anteil,2025.0,218.0,308,853
BaumarktverkäuferIn,AT32,Salzburg,negativ,2026-2028,30% - geringer Anteil,2025.0,107.0,308,853
BaumarktverkäuferIn,AT33,Tirol,negativ,2026-2028,30% - geringer Anteil,2025.0,133.0,308,853
BaumarktverkäuferIn,AT34,Vorarlberg,negativ,2026-2028,30% - geringer Anteil,2025.0,49.0,308,853
E-Commerce-ManagerIn,AT,Österreich,positiv,2026-2028,30% - geringer Anteil,2025.0,722.0,308,1282
E-Commerce-ManagerIn,AT11,Burgenland,positiv,2026-2028,30% - geringer Anteil,,,308,1282
E-Commerce-ManagerIn,AT12,Niederösterreich,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,69.0,308,1282
E-Commerce-ManagerIn,AT13,Wien,positiv,2026-2028,30% - geringer Anteil,2025.0,181.0,308,1282
E-Commerce-ManagerIn,AT21,Kärnten,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,27.0,308,1282
E-Commerce-ManagerIn,AT22,Steiermark,positiv,2026-2028,0% - sehr geringer Anteil,2025.0,62.0,308,1282
E-Commerce-ManagerIn,AT31,Oberösterreich,positiv,2026-2028,30% - geringer Anteil,2025.0,168.0,308,1282
E-Commerce-ManagerIn,AT32,Salzburg,positiv,2026-2028,30% - geringer Anteil,2025.0,60.0,308,1282
E-Commerce-ManagerIn,AT33,Tirol,positiv,2026-2028,30% - geringer Anteil,2025.0,62.0,308,1282
E-Commerce-ManagerIn,AT34,Vorarlberg,positiv,2026-2028,0% - sehr geringer Anteil,,,308,1282
WebdesignerIn,AT,Österreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,737.0,328,1213
WebdesignerIn,AT11,Burgenland,tendenziell,2026-2028,30% - geringer Anteil,,,328,1213
WebdesignerIn,AT12,Niederösterreich,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,35.0,328,1213
WebdesignerIn,AT13,Wien,tendenziell,2026-2028,30% - geringer Anteil,2025.0,248.0,328,1213
WebdesignerIn,AT21,Kärnten,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,21.0,328,1213
WebdesignerIn,AT22,Steiermark,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,75.0,328,1213
WebdesignerIn,AT31,Oberösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,133.0,328,1213
WebdesignerIn,AT32,Salzburg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,64.0,328,1213
WebdesignerIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,59.0,328,1213
WebdesignerIn,AT34,Vorarlberg,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,22.0,328,1213
WebentwicklerIn,AT,Österreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,1587.0,328,675
WebentwicklerIn,AT11,Burgenland,tendenziell,2026-2028,30% - geringer Anteil,,,328,675
WebentwicklerIn,AT12,Niederösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,93.0,328,675
WebentwicklerIn,AT13,Wien,tendenziell,2026-2028,30% - geringer Anteil,2025.0,602.0,328,675
WebentwicklerIn,AT21,Kärnten,tendenziell,2026-2028,30% - geringer Anteil,2025.0,59.0,328,675
WebentwicklerIn,AT22,Steiermark,tendenziell,2026-2028,30% - geringer Anteil,2025.0,195.0,328,675
WebentwicklerIn,AT31,Oberösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,287.0,328,675
WebentwicklerIn,AT32,Salzburg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,102.0,328,675
WebentwicklerIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,67.0,328,675
WebentwicklerIn,AT34,Vorarlberg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,59.0,328,675
BiomedizinischeR AnalytikerIn,AT,Österreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,1151.0,334,226
BiomedizinischeR AnalytikerIn,AT11,Burgenland,tendenziell,2026-2028,30% - geringer Anteil,2025.0,25.0,334,226
BiomedizinischeR AnalytikerIn,AT12,Niederösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,137.0,334,226
BiomedizinischeR AnalytikerIn,AT13,Wien,tendenziell,2026-2028,30% - geringer Anteil,2025.0,340.0,334,226
BiomedizinischeR AnalytikerIn,AT21,Kärnten,tendenziell,2026-2028,30% - geringer Anteil,2025.0,47.0,334,226
BiomedizinischeR AnalytikerIn,AT22,Steiermark,tendenziell,2026-2028,30% - geringer Anteil,2025.0,100.0,334,226
BiomedizinischeR AnalytikerIn,AT31,Oberösterreich,tendenziell,2026-2028,30% - geringer Anteil,2025.0,182.0,334,226
BiomedizinischeR AnalytikerIn,AT32,Salzburg,tendenziell,2026-2028,30% - geringer Anteil,2025.0,73.0,334,226
BiomedizinischeR AnalytikerIn,AT33,Tirol,tendenziell,2026-2028,30% - geringer Anteil,2025.0,92.0,334,226
BiomedizinischeR AnalytikerIn,AT34,Vorarlberg,tendenziell,2026-2028,0% - sehr geringer Anteil,2025.0,21.0,334,226
