beruf,competency,avg_share_2022_2025_pct,kind,growth_pp
BankangestellteR im Zahlungsverkehr,EDV-Anwendungskenntnisse,13.4,top,
BankangestellteR im Zahlungsverkehr,Rechnungswesen-Kenntnisse,8.5,top,
BankangestellteR im Zahlungsverkehr,E-Business-Kenntnisse,6.8,top,
BankangestellteR im Zahlungsverkehr,Branchenkenntnisse,6.1,top,
BankangestellteR im Zahlungsverkehr,Führerscheine,5.4,top,
BankangestellteR im Zahlungsverkehr,Betriebswirtschaftskenntnisse,2.7,top,
BankangestellteR im Zahlungsverkehr,Verantwortungsgefühl,2.6,top,
BankangestellteR im Zahlungsverkehr,Juristisches Fachwissen,1.5,top,
BankangestellteR im Zahlungsverkehr,Technisches Verständnis,1.3,top,
BankangestellteR im Zahlungsverkehr,Qualitätsmanagement-Kenntnisse,,growing,2.5
BankangestellteR im Zahlungsverkehr,Kommunikationsstärke,,growing,1.9
BankangestellteR im Zahlungsverkehr,Juristisches Fachwissen,,growing,1.9
BankangestellteR im Zahlungsverkehr,Organisationstalent,,growing,1.6
BankangestellteR im Zahlungsverkehr,Gutes Auftreten,,growing,1.4
BankangestellteR im Zahlungsverkehr,Betriebswirtschaftliche Anwendungssoftware-Kenntnisse,,growing,1.1
BankangestellteR im Zahlungsverkehr,Bank- und Finanzwesen-Kenntnisse,,growing,1.1
BankangestellteR im Zahlungsverkehr,Einsatzbereitschaft,,growing,1.0
BankangestellteR im Zahlungsverkehr,EDV-Anwendungskenntnisse,,growing,1.0
Bankkaufmann/-frau,Bank- und Finanzwesen-Kenntnisse,14.2,top,
Bankkaufmann/-frau,Branchenkenntnisse,9.9,top,
Bankkaufmann/-frau,Rechnungswesen-Kenntnisse,7.6,top,
Bankkaufmann/-frau,Vertriebskenntnisse,7.6,top,
Bankkaufmann/-frau,Versicherungskenntnisse,7.1,top,
Bankkaufmann/-frau,Management-Kenntnisse,5.9,top,
Bankkaufmann/-frau,Verkäuferische Kenntnisse,5.5,top,
Bankkaufmann/-frau,EDV-Anwendungskenntnisse,4.6,top,
Bankkaufmann/-frau,Büroarbeitskenntnisse,4.0,top,
Bankkaufmann/-frau,Gutes Auftreten,,growing,1.8
Bankkaufmann/-frau,Versicherungskenntnisse,,growing,1.3
Bankkaufmann/-frau,Einsatzbereitschaft,,growing,0.9
Bankkaufmann/-frau,Rechnungswesen-Kenntnisse,,growing,0.8
Bankkaufmann/-frau,Berufserfahrung,,growing,0.5
Bankkaufmann/-frau,Zahlenverständnis,,growing,0.5
Bankkaufmann/-frau,Hohes Einfühlungsvermögen,,growing,0.3
Bankkaufmann/-frau,Organisationstalent,,growing,0.3
Bankkaufmann/-frau,Hilfsbereitschaft,,growing,0.1
Finanz- und AnlageberaterIn,Management-Kenntnisse,10.5,top,
Finanz- und AnlageberaterIn,Rechnungswesen-Kenntnisse,9.8,top,
Finanz- und AnlageberaterIn,KundInnenbetreuungskenntnisse,9.5,top,
Finanz- und AnlageberaterIn,EDV-Anwendungskenntnisse,6.9,top,
Finanz- und AnlageberaterIn,Branchenkenntnisse,6.5,top,
Finanz- und AnlageberaterIn,Juristisches Fachwissen,6.4,top,
Finanz- und AnlageberaterIn,Projektmanagement-Kenntnisse,4.9,top,
Finanz- und AnlageberaterIn,Betriebswirtschaftskenntnisse,4.5,top,
Finanz- und AnlageberaterIn,Versicherungskenntnisse,4.4,top,
Finanz- und AnlageberaterIn,EDV-Anwendungskenntnisse,,growing,3.9
Finanz- und AnlageberaterIn,Management-Kenntnisse,,growing,2.7
Finanz- und AnlageberaterIn,Betriebswirtschaftliche Anwendungssoftware-Kenntnisse,,growing,2.2
Finanz- und AnlageberaterIn,Serviceorientierung,,growing,1.7
Finanz- und AnlageberaterIn,Betriebswirtschaftskenntnisse,,growing,1.7
Finanz- und AnlageberaterIn,Rechnungswesen-Kenntnisse,,growing,1.6
Finanz- und AnlageberaterIn,Projektmanagement-Kenntnisse,,growing,1.4
Finanz- und AnlageberaterIn,Kommunikationsstärke,,growing,1.1
Finanz- und AnlageberaterIn,Lernbereitschaft,,growing,1.0
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Bank- und Finanzwesen-Kenntnisse,12.2,top,
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Branchenkenntnisse,11.5,top,
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Rechnungswesen-Kenntnisse,9.5,top,
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,EDV-Anwendungskenntnisse,9.2,top,
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Qualitätsmanagement-Kenntnisse,8.7,top,
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Projektmanagement-Kenntnisse,8.2,top,
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Betriebswirtschaftskenntnisse,6.8,top,
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Teamfähigkeit,4.9,top,
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Kommunikationsstärke,3.4,top,
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Teamfähigkeit,,growing,7.5
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Qualitätsmanagement-Kenntnisse,,growing,6.1
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Branchenspezifische Produkt- und Materialkenntnisse,,growing,0.6
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Einsatzbereitschaft,,growing,0.5
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Berufserfahrung,,growing,0.3
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Analytische Fähigkeiten,,growing,0.3
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Teammanagement,,growing,0.2
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Zahlenverständnis,,growing,0.2
MitarbeiterIn im Handels- und Kapitalmarktgeschäft,Selbstständige Arbeitsweise,,growing,0.1
MitarbeiterIn in der Kreditabteilung,Management-Kenntnisse,12.4,top,
MitarbeiterIn in der Kreditabteilung,Rechnungswesen-Kenntnisse,9.7,top,
MitarbeiterIn in der Kreditabteilung,EDV-Anwendungskenntnisse,8.8,top,
MitarbeiterIn in der Kreditabteilung,Büroarbeitskenntnisse,7.4,top,
MitarbeiterIn in der Kreditabteilung,Betriebswirtschaftskenntnisse,5.8,top,
MitarbeiterIn in der Kreditabteilung,Projektmanagement-Kenntnisse,5.4,top,
MitarbeiterIn in der Kreditabteilung,SAP-Kenntnisse,5.0,top,
MitarbeiterIn in der Kreditabteilung,Juristisches Fachwissen,4.5,top,
MitarbeiterIn in der Kreditabteilung,Branchenkenntnisse,3.1,top,
MitarbeiterIn in der Kreditabteilung,Qualitätsmanagement-Kenntnisse,,growing,2.5
MitarbeiterIn in der Kreditabteilung,Management-Kenntnisse,,growing,2.2
MitarbeiterIn in der Kreditabteilung,Juristisches Fachwissen,,growing,1.2
MitarbeiterIn in der Kreditabteilung,Betriebswirtschaftskenntnisse,,growing,1.1
MitarbeiterIn in der Kreditabteilung,Statistik-Kenntnisse,,growing,0.8
MitarbeiterIn in der Kreditabteilung,Branchenkenntnisse,,growing,0.7
MitarbeiterIn in der Kreditabteilung,Selbstständige Arbeitsweise,,growing,0.5
MitarbeiterIn in der Kreditabteilung,Datenbankentwicklungs- und -betreuungskenntnisse,,growing,0.4
MitarbeiterIn in der Kreditabteilung,Gutes Auftreten,,growing,0.3
RisikomanagerIn im Finanz- und Bankwesen,Rechnungswesen-Kenntnisse,13.3,top,
RisikomanagerIn im Finanz- und Bankwesen,EDV-Anwendungskenntnisse,9.9,top,
RisikomanagerIn im Finanz- und Bankwesen,Betriebswirtschaftskenntnisse,7.4,top,
RisikomanagerIn im Finanz- und Bankwesen,Bank- und Finanzwesen-Kenntnisse,7.0,top,
RisikomanagerIn im Finanz- und Bankwesen,Juristisches Fachwissen,6.4,top,
RisikomanagerIn im Finanz- und Bankwesen,Wissenschaftliches Fachwissen Technik und Formalwissenschaften,5.2,top,
RisikomanagerIn im Finanz- und Bankwesen,Kenntnis berufsspezifischer Rechtsgrundlagen,4.6,top,
RisikomanagerIn im Finanz- und Bankwesen,Qualitätsmanagement-Kenntnisse,4.6,top,
RisikomanagerIn im Finanz- und Bankwesen,Projektmanagement-Kenntnisse,3.9,top,
RisikomanagerIn im Finanz- und Bankwesen,Kommunikationsstärke,,growing,1.6
RisikomanagerIn im Finanz- und Bankwesen,Management-Kenntnisse,,growing,1.5
RisikomanagerIn im Finanz- und Bankwesen,Betriebswirtschaftskenntnisse,,growing,1.0
RisikomanagerIn im Finanz- und Bankwesen,Branchenkenntnisse,,growing,0.5
RisikomanagerIn im Finanz- und Bankwesen,Einsatzbereitschaft,,growing,0.3
RisikomanagerIn im Finanz- und Bankwesen,Branchenspezifische Produkt- und Materialkenntnisse,,growing,0.3
RisikomanagerIn im Finanz- und Bankwesen,Selbstständige Arbeitsweise,,growing,0.2
RisikomanagerIn im Finanz- und Bankwesen,Organisationstalent,,growing,0.2
RisikomanagerIn im Finanz- und Bankwesen,Zahlenverständnis,,growing,0.2
Treasurer (m/w),Management-Kenntnisse,15.0,top,
Treasurer (m/w),EDV-Anwendungskenntnisse,12.6,top,
Treasurer (m/w),Bank- und Finanzwesen-Kenntnisse,7.8,top,
Treasurer (m/w),SAP-Kenntnisse,7.7,top,
Treasurer (m/w),Kenntnis berufsspezifischer Rechtsgrundlagen,6.4,top,
Treasurer (m/w),Betriebswirtschaftskenntnisse,5.9,top,
Treasurer (m/w),Juristisches Fachwissen,5.4,top,
Treasurer (m/w),Betriebswirtschaftliche Anwendungssoftware-Kenntnisse,4.5,top,
Treasurer (m/w),Projektmanagement-Kenntnisse,4.2,top,
Treasurer (m/w),EDV-Anwendungskenntnisse,,growing,3.1
Treasurer (m/w),Kommunikationsstärke,,growing,1.1
Treasurer (m/w),Analytische Fähigkeiten,,growing,0.5
Treasurer (m/w),Problemlösungsfähigkeit,,growing,0.4
Treasurer (m/w),Einsatzbereitschaft,,growing,0.3
Treasurer (m/w),Betriebswirtschaftskenntnisse,,growing,0.2
Treasurer (m/w),Organisationstalent,,growing,0.1
Treasurer (m/w),Berufserfahrung,,growing,0.1
Treasurer (m/w),Zahlenverständnis,,growing,0.1
VersicherungsberaterIn,Versicherungskenntnisse,23.6,top,
VersicherungsberaterIn,Verkäuferische Kenntnisse,7.9,top,
VersicherungsberaterIn,Vertriebskenntnisse,7.5,top,
VersicherungsberaterIn,Branchenkenntnisse,5.1,top,
VersicherungsberaterIn,EDV-Anwendungskenntnisse,4.7,top,
VersicherungsberaterIn,Juristisches Fachwissen,4.4,top,
VersicherungsberaterIn,Führerscheine,3.9,top,
VersicherungsberaterIn,Kommunikationsstärke,2.4,top,
VersicherungsberaterIn,Bank- und Finanzwesen-Kenntnisse,1.9,top,
VersicherungsberaterIn,Einsatzbereitschaft,,growing,3.2
VersicherungsberaterIn,Kontaktfreude,,growing,2.8
VersicherungsberaterIn,EDV-Anwendungskenntnisse,,growing,2.4
VersicherungsberaterIn,Branchenkenntnisse,,growing,1.8
VersicherungsberaterIn,Kenntnis berufsspezifischer Rechtsgrundlagen,,growing,1.7
VersicherungsberaterIn,Juristisches Fachwissen,,growing,1.2
VersicherungsberaterIn,Betriebswirtschaftskenntnisse,,growing,0.5
VersicherungsberaterIn,Betriebswirtschaftliche Anwendungssoftware-Kenntnisse,,growing,0.5
VersicherungsberaterIn,Hohes Einfühlungsvermögen,,growing,0.3
Versicherungskaufmann/-frau,EDV-Anwendungskenntnisse,12.7,top,
Versicherungskaufmann/-frau,Büroarbeitskenntnisse,10.1,top,
Versicherungskaufmann/-frau,KundInnenbetreuungskenntnisse,8.3,top,
Versicherungskaufmann/-frau,Management-Kenntnisse,8.0,top,
Versicherungskaufmann/-frau,Branchenkenntnisse,7.7,top,
Versicherungskaufmann/-frau,Vertriebskenntnisse,5.2,top,
Versicherungskaufmann/-frau,Projektmanagement-Kenntnisse,4.2,top,
Versicherungskaufmann/-frau,Rechnungswesen-Kenntnisse,2.9,top,
Versicherungskaufmann/-frau,Führerscheine,2.6,top,
Versicherungskaufmann/-frau,Einsatzbereitschaft,,growing,1.9
Versicherungskaufmann/-frau,Serviceorientierung,,growing,1.7
Versicherungskaufmann/-frau,Büroarbeitskenntnisse,,growing,1.6
Versicherungskaufmann/-frau,Management-Kenntnisse,,growing,1.2
Versicherungskaufmann/-frau,Problemlösungsfähigkeit,,growing,0.8
Versicherungskaufmann/-frau,Vortrags- und Präsentationskenntnisse,,growing,0.7
Versicherungskaufmann/-frau,Betriebswirtschaftliche Anwendungssoftware-Kenntnisse,,growing,0.7
Versicherungskaufmann/-frau,Qualitätsmanagement-Kenntnisse,,growing,0.6
Versicherungskaufmann/-frau,Lernbereitschaft,,growing,0.5
Betriebs- und UnternehmensleiterIn,Verkäuferische Kenntnisse,10.0,top,
Betriebs- und UnternehmensleiterIn,Marketing- und PR-Kenntnisse,8.2,top,
Betriebs- und UnternehmensleiterIn,Personalmanagement-Kenntnisse,7.2,top,
Betriebs- und UnternehmensleiterIn,KundInnenbetreuungskenntnisse,6.0,top,
Betriebs- und UnternehmensleiterIn,EDV-Anwendungskenntnisse,5.5,top,
Betriebs- und UnternehmensleiterIn,Rechnungswesen-Kenntnisse,5.1,top,
Betriebs- und UnternehmensleiterIn,Projektmanagement-Kenntnisse,4.3,top,
Betriebs- und UnternehmensleiterIn,Betriebswirtschaftskenntnisse,4.0,top,
Betriebs- und UnternehmensleiterIn,Führungsqualitäten,3.9,top,
Betriebs- und UnternehmensleiterIn,Marketing- und PR-Kenntnisse,,growing,1.2
Betriebs- und UnternehmensleiterIn,Kommunikationsstärke,,growing,1.1
Betriebs- und UnternehmensleiterIn,KundInnenbetreuungskenntnisse,,growing,1.0
Betriebs- und UnternehmensleiterIn,Einsatzbereitschaft,,growing,0.6
Betriebs- und UnternehmensleiterIn,Betriebswirtschaftliche Anwendungssoftware-Kenntnisse,,growing,0.5
Betriebs- und UnternehmensleiterIn,Betriebswirtschaftskenntnisse,,growing,0.5
Betriebs- und UnternehmensleiterIn,Branchenkenntnisse,,growing,0.5
Betriebs- und UnternehmensleiterIn,Personalmanagement-Kenntnisse,,growing,0.4
Betriebs- und UnternehmensleiterIn,Projektmanagement-Kenntnisse,,growing,0.4
BetriebswirtIn,Personalmanagement-Kenntnisse,7.1,top,
BetriebswirtIn,Branchenkenntnisse,7.1,top,
BetriebswirtIn,Management-Kenntnisse,6.9,top,
BetriebswirtIn,Qualitätsmanagement-Kenntnisse,6.9,top,
BetriebswirtIn,Führungsqualitäten,5.7,top,
BetriebswirtIn,Marketing- und PR-Kenntnisse,5.6,top,
BetriebswirtIn,Branchenspezifische Produkt- und Materialkenntnisse,4.8,top,
BetriebswirtIn,EDV-Anwendungskenntnisse,4.7,top,
BetriebswirtIn,Projektmanagement-Kenntnisse,4.6,top,
BetriebswirtIn,Branchenspezifische Produkt- und Materialkenntnisse,,growing,3.5
BetriebswirtIn,Marketing- und PR-Kenntnisse,,growing,2.8
BetriebswirtIn,Verkäuferische Kenntnisse,,growing,1.2
BetriebswirtIn,Personalmanagement-Kenntnisse,,growing,1.1
BetriebswirtIn,Qualitätsmanagement-Kenntnisse,,growing,1.0
BetriebswirtIn,Teammanagement,,growing,0.5
BetriebswirtIn,Einsatzbereitschaft,,growing,0.3
BetriebswirtIn,Systematische Arbeitsweise,,growing,0.3
BetriebswirtIn,Organisationstalent,,growing,0.2
Business-Development-ManagerIn,Marketing- und PR-Kenntnisse,9.6,top,
Business-Development-ManagerIn,Projektmanagement-Kenntnisse,7.5,top,
Business-Development-ManagerIn,Vertriebskenntnisse,6.7,top,
Business-Development-ManagerIn,EDV-Anwendungskenntnisse,6.2,top,
Business-Development-ManagerIn,KundInnenbetreuungskenntnisse,6.0,top,
Business-Development-ManagerIn,Betriebswirtschaftskenntnisse,5.5,top,
Business-Development-ManagerIn,Kommunikationsstärke,4.7,top,
Business-Development-ManagerIn,Rechnungswesen-Kenntnisse,4.1,top,
Business-Development-ManagerIn,Unternehmens- und Steuerberatung,3.9,top,
Business-Development-ManagerIn,Kommunikationsstärke,,growing,1.2
Business-Development-ManagerIn,Betriebswirtschaftskenntnisse,,growing,1.1
Business-Development-ManagerIn,Projektmanagement-Kenntnisse,,growing,0.9
Business-Development-ManagerIn,Branchenspezifische Produkt- und Materialkenntnisse,,growing,0.7
Business-Development-ManagerIn,Einsatzbereitschaft,,growing,0.7
Business-Development-ManagerIn,Branchenkenntnisse,,growing,0.5
Business-Development-ManagerIn,Betriebswirtschaftliche Anwendungssoftware-Kenntnisse,,growing,0.4
Business-Development-ManagerIn,Marketing- und PR-Kenntnisse,,growing,0.4
Business-Development-ManagerIn,E-Business-Kenntnisse,,growing,0.4
Compliance-ManagerIn,Juristisches Fachwissen,10.7,top,
Compliance-ManagerIn,Wissenschaftliches Fachwissen Rechts- und Wirtschaftswissenschaften,9.7,top,
Compliance-ManagerIn,EDV-Anwendungskenntnisse,9.3,top,
Compliance-ManagerIn,Qualitätsmanagement-Kenntnisse,8.1,top,
Compliance-ManagerIn,Projektmanagement-Kenntnisse,5.8,top,
Compliance-ManagerIn,Rechnungswesen-Kenntnisse,4.4,top,
Compliance-ManagerIn,Kommunikationsstärke,4.0,top,
Compliance-ManagerIn,Betriebswirtschaftskenntnisse,3.5,top,
Compliance-ManagerIn,Branchenspezifische Produkt- und Materialkenntnisse,3.0,top,
Compliance-ManagerIn,Kommunikationsstärke,,growing,2.5
Compliance-ManagerIn,Branchenspezifische Produkt- und Materialkenntnisse,,growing,1.4
Compliance-ManagerIn,Qualitätsmanagement-Kenntnisse,,growing,1.1
Compliance-ManagerIn,Projektmanagement-Kenntnisse,,growing,1.0
Compliance-ManagerIn,Gutes Auftreten,,growing,0.8
Compliance-ManagerIn,Einsatzbereitschaft,,growing,0.8
Compliance-ManagerIn,Allgemeinbildung,,growing,0.7
Compliance-ManagerIn,Branchenkenntnisse,,growing,0.5
Compliance-ManagerIn,Multimedia-Kenntnisse,,growing,0.3
FinanzmanagerIn,Management-Kenntnisse,10.1,top,
FinanzmanagerIn,Unternehmens- und Steuerberatung,8.0,top,
FinanzmanagerIn,EDV-Anwendungskenntnisse,6.7,top,
FinanzmanagerIn,Juristisches Fachwissen,6.0,top,
FinanzmanagerIn,Projektmanagement-Kenntnisse,5.6,top,
FinanzmanagerIn,Betriebswirtschaftskenntnisse,5.2,top,
FinanzmanagerIn,Kenntnis berufsspezifischer Rechtsgrundlagen,4.7,top,
FinanzmanagerIn,SAP-Kenntnisse,4.2,top,
FinanzmanagerIn,Bank- und Finanzwesen-Kenntnisse,4.1,top,
FinanzmanagerIn,Betriebswirtschaftskenntnisse,,growing,0.8
FinanzmanagerIn,Juristisches Fachwissen,,growing,0.5
FinanzmanagerIn,Personalmanagement-Kenntnisse,,growing,0.5
FinanzmanagerIn,Unternehmens- und Steuerberatung,,growing,0.5
FinanzmanagerIn,Statistik-Kenntnisse,,growing,0.5
FinanzmanagerIn,Einsatzbereitschaft,,growing,0.5
FinanzmanagerIn,Branchenspezifische Produkt- und Materialkenntnisse,,growing,0.4
FinanzmanagerIn,Systematische Arbeitsweise,,growing,0.3
FinanzmanagerIn,E-Business-Kenntnisse,,growing,0.3
Human-Resources-ManagerIn,Juristisches Fachwissen,12.3,top,
Human-Resources-ManagerIn,Rechnungswesen-Kenntnisse,11.6,top,
Human-Resources-ManagerIn,EDV-Anwendungskenntnisse,11.1,top,
Human-Resources-ManagerIn,Management-Kenntnisse,6.7,top,
Human-Resources-ManagerIn,Projektmanagement-Kenntnisse,4.1,top,
Human-Resources-ManagerIn,SAP-Kenntnisse,3.5,top,
Human-Resources-ManagerIn,Betriebswirtschaftskenntnisse,2.9,top,
Human-Resources-ManagerIn,Qualitätsmanagement-Kenntnisse,2.9,top,
Human-Resources-ManagerIn,Kommunikationsstärke,2.8,top,
Human-Resources-ManagerIn,Internet-Entwicklungs- und Administrationskenntnisse,,growing,1.2
Human-Resources-ManagerIn,Hohes Einfühlungsvermögen,,growing,1.2
Human-Resources-ManagerIn,Kommunikationsstärke,,growing,0.8
Human-Resources-ManagerIn,Branchenkenntnisse,,growing,0.8
Human-Resources-ManagerIn,Einsatzbereitschaft,,growing,0.8
Human-Resources-ManagerIn,Organisationstalent,,growing,0.6
Human-Resources-ManagerIn,Interkulturelle Kompetenz,,growing,0.4
Human-Resources-ManagerIn,Systematische Arbeitsweise,,growing,0.3
Human-Resources-ManagerIn,Selbstständige Arbeitsweise,,growing,0.2
Kultur- und EventmanagerIn,Marketing- und PR-Kenntnisse,11.4,top,
Kultur- und EventmanagerIn,EDV-Anwendungskenntnisse,8.6,top,
Kultur- und EventmanagerIn,Rechnungswesen-Kenntnisse,8.5,top,
Kultur- und EventmanagerIn,Projektmanagement-Kenntnisse,8.4,top,
Kultur- und EventmanagerIn,Management-Kenntnisse,6.7,top,
Kultur- und EventmanagerIn,Kommunikationsstärke,4.8,top,
Kultur- und EventmanagerIn,Führerscheine,4.2,top,
Kultur- und EventmanagerIn,Qualitätsmanagement-Kenntnisse,3.7,top,
Kultur- und EventmanagerIn,Betriebswirtschaftskenntnisse,3.5,top,
Kultur- und EventmanagerIn,Event Management,,growing,1.2
Kultur- und EventmanagerIn,Juristisches Fachwissen,,growing,1.1
Kultur- und EventmanagerIn,Gutes Auftreten,,growing,0.9
Kultur- und EventmanagerIn,Branchenkenntnisse,,growing,0.9
Kultur- und EventmanagerIn,Organisationstalent,,growing,0.8
Kultur- und EventmanagerIn,Selbstständige Arbeitsweise,,growing,0.6
Kultur- und EventmanagerIn,Hohes Einfühlungsvermögen,,growing,0.5
Kultur- und EventmanagerIn,EDV-Anwendungskenntnisse,,growing,0.4
Kultur- und EventmanagerIn,Einsatzbereitschaft,,growing,0.4
Operations ManagerIn,Qualitätsmanagement-Kenntnisse,9.5,top,
Operations ManagerIn,Betriebswirtschaftskenntnisse,7.5,top,
Operations ManagerIn,Projektmanagement-Kenntnisse,7.4,top,
Operations ManagerIn,EDV-Anwendungskenntnisse,7.4,top,
Operations ManagerIn,Rechnungswesen-Kenntnisse,6.5,top,
Operations ManagerIn,Logistik-Kenntnisse,6.3,top,
Operations ManagerIn,KundInnenbetreuungskenntnisse,4.8,top,
Operations ManagerIn,Kommunikationsstärke,4.5,top,
Operations ManagerIn,Personalmanagement-Kenntnisse,4.4,top,
Operations ManagerIn,Personalmanagement-Kenntnisse,,growing,2.3
Operations ManagerIn,Kommunikationsstärke,,growing,1.6
Operations ManagerIn,Betriebswirtschaftskenntnisse,,growing,0.8
Operations ManagerIn,Gutes Auftreten,,growing,0.8
Operations ManagerIn,Branchenkenntnisse,,growing,0.7
Operations ManagerIn,Branchenspezifische Produkt- und Materialkenntnisse,,growing,0.5
Operations ManagerIn,Einsatzbereitschaft,,growing,0.5
Operations ManagerIn,Problemlösungsfähigkeit,,growing,0.4
Operations ManagerIn,Selbstständige Arbeitsweise,,growing,0.3
ProjektassistentIn,Büroarbeitskenntnisse,18.3,top,
ProjektassistentIn,EDV-Anwendungskenntnisse,13.9,top,
ProjektassistentIn,Rechnungswesen-Kenntnisse,5.7,top,
ProjektassistentIn,Qualitätsmanagement-Kenntnisse,4.9,top,
ProjektassistentIn,Betriebswirtschaftskenntnisse,4.5,top,
ProjektassistentIn,Betriebswirtschaftliche Anwendungssoftware-Kenntnisse,3.9,top,
ProjektassistentIn,Texterstellung und -bearbeitung,3.4,top,
ProjektassistentIn,Kenntnis wissenschaftlicher Arbeitsmethoden,3.3,top,
ProjektassistentIn,Führerscheine,2.9,top,
ProjektassistentIn,Organisationstalent,,growing,1.2
ProjektassistentIn,Kenntnis wissenschaftlicher Arbeitsmethoden,,growing,1.1
ProjektassistentIn,Statistik-Kenntnisse,,growing,0.8
ProjektassistentIn,Einsatzbereitschaft,,growing,0.7
ProjektassistentIn,Branchenkenntnisse,,growing,0.7
ProjektassistentIn,Führerscheine,,growing,0.6
ProjektassistentIn,Branchenspezifische Produkt- und Materialkenntnisse,,growing,0.5
ProjektassistentIn,Teamfähigkeit,,growing,0.4
ProjektassistentIn,Hilfsbereitschaft,,growing,0.2
ProjektmanagerIn,Management-Kenntnisse,9.0,top,
ProjektmanagerIn,EDV-Anwendungskenntnisse,7.2,top,
ProjektmanagerIn,Betriebswirtschaftskenntnisse,5.7,top,
ProjektmanagerIn,Kommunikationsstärke,5.0,top,
ProjektmanagerIn,Qualitätsmanagement-Kenntnisse,5.0,top,
ProjektmanagerIn,Rechnungswesen-Kenntnisse,4.6,top,
ProjektmanagerIn,KundInnenbetreuungskenntnisse,3.7,top,
ProjektmanagerIn,Betriebswirtschaftliche Anwendungssoftware-Kenntnisse,3.7,top,
ProjektmanagerIn,Softwareentwicklungskenntnisse,3.2,top,
ProjektmanagerIn,EDV-Anwendungskenntnisse,,growing,1.2
ProjektmanagerIn,Projektmanagement-Kenntnisse,,growing,0.9
ProjektmanagerIn,Branchenkenntnisse,,growing,0.8
ProjektmanagerIn,Betriebswirtschaftliche Anwendungssoftware-Kenntnisse,,growing,0.7
ProjektmanagerIn,Marketing- und PR-Kenntnisse,,growing,0.5
ProjektmanagerIn,Systematische Arbeitsweise,,growing,0.4
ProjektmanagerIn,Einsatzbereitschaft,,growing,0.4
ProjektmanagerIn,Verfahrenstechnik-Kenntnisse,,growing,0.4
ProjektmanagerIn,Führungsqualitäten,,growing,0.3
SalesmanagerIn,Verkäuferische Kenntnisse,9.4,top,
SalesmanagerIn,Vertriebskenntnisse,9.1,top,
SalesmanagerIn,Marketing- und PR-Kenntnisse,8.8,top,
SalesmanagerIn,Management-Kenntnisse,6.6,top,
SalesmanagerIn,EDV-Anwendungskenntnisse,4.8,top,
SalesmanagerIn,Branchenspezifische Produkt- und Materialkenntnisse,4.4,top,
SalesmanagerIn,Kommunikationsstärke,4.4,top,
SalesmanagerIn,Qualitätsmanagement-Kenntnisse,4.0,top,
SalesmanagerIn,Branchenkenntnisse,4.0,top,
SalesmanagerIn,EDV-Anwendungskenntnisse,,growing,1.9
SalesmanagerIn,Personalmanagement-Kenntnisse,,growing,1.3
SalesmanagerIn,Einsatzbereitschaft,,growing,0.8
SalesmanagerIn,Marketing- und PR-Kenntnisse,,growing,0.7
SalesmanagerIn,Berufserfahrung,,growing,0.6
SalesmanagerIn,Unternehmens- und Steuerberatung,,growing,0.5
SalesmanagerIn,Fremdsprachen-Kenntnisse,,growing,0.4
SalesmanagerIn,KundInnenbetreuungskenntnisse,,growing,0.4
SalesmanagerIn,Juristisches Fachwissen,,growing,0.4
VerwaltungsmanagerIn,Management-Kenntnisse,9.9,top,
VerwaltungsmanagerIn,Projektmanagement-Kenntnisse,9.1,top,
VerwaltungsmanagerIn,Führerscheine,7.2,top,
VerwaltungsmanagerIn,Personalmanagement-Kenntnisse,6.6,top,
VerwaltungsmanagerIn,Qualitätsmanagement-Kenntnisse,6.0,top,
VerwaltungsmanagerIn,Rechnungswesen-Kenntnisse,5.8,top,
VerwaltungsmanagerIn,Kommunikationsstärke,4.3,top,
VerwaltungsmanagerIn,Juristisches Fachwissen,4.0,top,
VerwaltungsmanagerIn,Betriebswirtschaftskenntnisse,3.8,top,
VerwaltungsmanagerIn,Qualitätsmanagement-Kenntnisse,,growing,2.0
VerwaltungsmanagerIn,Kommunikationsstärke,,growing,1.4
VerwaltungsmanagerIn,Branchenspezifische Produkt- und Materialkenntnisse,,growing,1.2
VerwaltungsmanagerIn,Personalmanagement-Kenntnisse,,growing,1.1
VerwaltungsmanagerIn,Führerscheine,,growing,1.1
VerwaltungsmanagerIn,Einsatzbereitschaft,,growing,1.0
VerwaltungsmanagerIn,Organisationstalent,,growing,0.7
VerwaltungsmanagerIn,Selbstständige Arbeitsweise,,growing,0.7
